0,275
286,48
295,331
343,284
594,709
637,670
647,659
896,753
1194,778
1311,611
1325,595
1325,596
1490,1033
1657,818
1793,1044
1933,844
1940,839
1940,839
1981,808
2096,1585
2396,2154
2485,1130
2531,1096
2694,1859
2785,1401
2801,1386
2802,1387
2802,1675
2846,1649
2995,2251
3293,3104
3596,2804
3624,1280
3638,1518
3691,1473
3897,2505
4197,1819
4200,3624
4207,1810
4220,1797
4486,1588
4498,3328
4507,1815
4560,1773
4574,1759
4796,3034
4913,2487
5102,4196
5165,2282
5180,2511
5255,2457
5400,3903
5702,3605
6000,3315
6028,2801
6037,2793
6039,2791
6086,2758
6303,4792
6333,2568
6355,2809
6355,2810
6408,2769
6424,2754
6425,2753
6604,4494
6904,4197
7200,6058
7409,2923
7456,2888
7501,5760
7700,2699
7725,3181
7804,5461
7837,3098
7855,3082
7855,3082
8104,5161
8403,4862
8707,4559
8856,3677
8857,3678
8867,3919
8911,3885
9009,6563
9174,3672
9185,3663
9202,3904
9202,3904
9202,3904
9306,6269
9309,3829
9325,3814
9326,3814
9336,3804
9608,5970
9910,5670
10208,8537
10342,3907
10362,4144
10408,4106
10507,8240
10808,7943
10915,3682
10945,4365
10958,4353
10968,4343
11105,4252
11112,7641
11123,4236
11124,4235
11414,7341
11714,7044
12012,6750
12315,6448
12543,4946
12554,4935
12614,9278
12794,4748
12808,4994
12858,4953
12874,4938
12913,8981
13125,4737
13125,4739
13126,4734
13148,5419
13158,5410
13158,5410
13159,5409
13215,8682
13269,5332
13286,5315
13286,5315
13287,5314
13287,5315
13287,5315
13514,8384
13812,8087
14113,7789
14258,5891
14414,11212
14520,5673
14534,5911
14605,5862
14714,10913
15017,10614
15318,10316
15326,5261
15339,5250
15339,5252
15370,6208
15383,6195
15384,6195
15583,6045
15600,6030
15600,6031
15601,6031
15618,10023
15917,9730
16218,9437
16517,9138
16816,8849
17117,8549
17416,13119
17509,6743
17551,6708
17716,12822
17810,6501
17826,6726
17826,6726
17867,6691
17881,6679
17881,6681
18015,12526
18316,12227
18575,6094
18586,6084
18587,6087
18587,6088
18612,6776
18617,11933
18621,6767
18621,6768
18621,6768
18621,6768
18621,6768
18755,6667
18771,6651
18772,6650
18774,6649
18774,6650
18774,6651
18782,6643
18782,6643
18917,11633
19220,11332
19520,11030
19819,10733
20120,10436
20157,7876
20201,7838
20422,14168
20453,7644
20475,8102
20594,8005
20610,7991
20610,7992
20721,13871
21021,13573
21323,13272
21589,7155
21598,7148
21598,7151
21626,12972
21636,8511
21651,8496
21651,8496
21651,8497
21902,8300
21918,8284
21918,8284
21918,8285
21918,8285
21918,8285
21950,12654
22225,12382
22524,12087
22827,11784
23124,11489
23425,16897
23727,16596
24028,16298
24279,8564
24323,8533
24330,15998
24562,8342
24573,8333
24584,8566
24584,8566
24584,8567
24624,15705
24679,8502
24694,8487
24694,8487
24694,8488
24929,15401
25229,15106
25398,7896
25411,7885
25412,7885
25412,7888
25412,7889
25412,7892
25439,8756
25450,8746
25450,8746
25451,8745
25451,8745
25461,8736
25462,8735
25462,8735
25530,14806
25638,8611
25658,8593
25658,8594
25659,8594
25659,8594
25672,8581
25685,8568
25685,8569
25695,8559
25695,8559
25830,14512
26129,14215
26432,19084
