0,303
301,531
314,519
603,563
842,325
848,319
904,840
1175,572
1185,561
1185,561
1206,1171
1505,1192
1752,896
1765,879
1766,880
1766,880
1808,1497
2109,1772
2384,873
2410,1473
2651,1161
2663,1150
2664,1151
2664,1152
2704,1124
2714,2056
3014,2806
3264,1417
3312,1382
3321,2501
3621,2205
3821,1677
3830,1669
3839,1660
3839,1662
3847,1910
3888,1876
3902,1863
3923,2833
4221,4155
4523,3856
4689,1687
4701,1921
4782,1862
4823,3557
5123,3259
5424,2960
5514,2470
5524,2463
5524,2464
5535,2453
5721,4283
5766,2282
5784,2520
5784,2520
5829,2485
5852,2462
5852,2464
6023,3982
6328,5554
6389,2778
6628,5256
6633,2582
6654,3124
6766,3047
6929,4959
7225,4664
7528,4363
7829,4069
7995,3443
8030,3408
8030,3410
8031,3409
8059,3394
8129,5943
8317,3190
8330,3179
8339,3431
8339,3431
8340,3431
8388,3394
8405,3378
8405,3379
8406,3378
8406,3379
8429,5646
8732,5346
9026,8003
9178,3797
9225,3757
9333,7698
9632,7402
9789,3282
9824,3989
9933,7104
10014,3837
10028,3825
10230,6808
10535,6504
10835,6209
11132,5915
11428,5620
11463,4821
11475,4809
11475,4811
11476,5083
11518,5049
11537,5030
11730,8316
11781,4841
11790,4834
11790,4836
11805,5080
11814,5072
11814,5072
11815,5071
11815,5071
11897,5012
11916,4994
11916,4995
11916,4995
11916,4996
11916,4996
12031,8017
12331,7721
12633,7421
12937,10649
12983,5088
13000,5306
13080,5245
13236,10352
13530,10063
13822,4620
13834,9761
13859,5822
13876,5805
14085,5645
14102,5628
14102,5628
14136,9460
14437,9160
14735,8863
15036,8562
15334,8269
15634,7972
15934,12067
16236,11769
16310,6170
16322,6158
16534,11471
16572,5964
16589,6202
16589,6202
16632,6167
16648,6155
16649,6155
16836,11171
16897,5968
16907,5959
16907,5962
16907,5963
16907,5965
16925,6455
16925,6455
16935,6445
16935,6445
16935,6446
16935,6446
17041,6378
17063,6356
17064,6356
17065,6355
17065,6355
17065,6356
17065,6356
17077,6345
17077,6344
17136,10875
17441,10572
17742,10273
18041,13800
18081,7197
18315,7017
18335,7489
18346,13497
18454,7400
18642,13204
18941,12907
19245,12604
19545,12312
19693,6352
19694,6353
19742,7790
19752,7781
19752,7782
19844,12016
20059,7545
20079,7527
20080,7527
20080,7528
20145,11715
20443,11418
20745,11118
21044,16658
21344,16359
21645,16062
21944,15765
22244,15467
22503,7882
22551,15165
22552,7840
22801,7646
22811,7639
22825,7881
22835,7872
22835,7872
22846,14873
22875,7850
22893,7832
22894,7831
22894,7832
22895,7831
23146,14575
23392,7420
23409,7406
23409,7410
23411,7412
23412,7418
23412,7422
23431,8122
23446,8107
23446,8108
23447,8107
23447,8107
23451,14274
23458,8096
23462,8092
23462,8093
23462,8093
23601,7997
23620,7978
23621,7977
23621,7977
23621,7978
23621,7978
23622,7979
23622,7980
23622,7981
23631,7972
23748,13979
24046,17838
24345,17541
24647,17242
24946,16945
25244,16648
25287,8890
25342,8844
25547,16347
25835,8440
25848,16055
25864,9114
26066,8946
26076,8937
26148,15753
26449,15454
26750,15154
27044,21519
27346,21219
27542,7671
27554,7660
27564,7653
27612,9682
27629,9665
27629,9665
27629,9666
27649,20919
27946,20623
28013,9349
28030,9333
28031,9332
28031,9333
28032,9332
28032,9333
28032,9333
28250,20321
28550,20024
28846,19735
29148,19437
29450,19137
29750,18848
30413,9634
30457,9600
30472,9585
30716,9397
30726,9389
30726,9392
30745,9640
30746,9639
30746,9639
30746,9639
30746,9640
30820,9587
30837,9570
30837,9570
30837,9572
30849,9562
30860,9551
31563,8972
31574,8965
31574,8967
31575,8968
31575,8974
31575,8977
31576,8961
31584,8971
31584,8973
31610,9879
31611,9878
31625,9864
31625,9865
31625,9865
31625,9865
31633,9857
31633,9857
31633,9858
31634,9856
31851,9701
31869,9683
31869,9684
31870,9683
31870,9683
31883,9670
31884,9670
31884,9670
31893,9662
31894,9661
34209,10001
34287,9945
34986,9363
35023,10464
35034,10454
35223,10308
35238,10293
35238,10293
37305,8545
37320,8531
37320,8534
37320,8536
37373,10765
37388,10750
37388,10750
37396,10742
37396,10742
37396,10742
37396,10743
37712,10503
37730,10486
37731,10485
37732,10485
37732,10485
37733,10484
37743,10475
37743,10475
37752,10467
37752,10467
40078,8524
40079,8530
40124,8504
40138,8497
40138,8497
40401,8294
40414,8285
40414,8288
40415,8290
40415,8300
40434,8782
40434,8783
40435,8782
40435,8783
40435,8783
40435,8784
40545,8712
40562,8695
40563,8695
40563,8695
40563,8695
40564,8698
40575,8687
40582,8681
40582,8681
41499,7915
41514,7902
41514,7906
41515,7907
41515,7909
41515,7916
41515,7917
41525,7909
41525,7912
41525,7915
41567,9534
41579,9522
41579,9523
41579,9523
41579,9523
41588,9514
41589,9514
41589,9514
41589,9514
41589,9514
41895,9284
41914,9266
41915,9265
41916,9265
41917,9264
41918,9263
41935,9248
41935,9248
41935,9248
41948,9236
44242,7163
44359,7074
45498,6105
45507,6098
45541,7509
45541,7510
45550,7501
45859,7254
45875,7238
45876,7238
45876,7238
48150,5293
48160,5285
48161,5287
48161,5289
48162,5290
48162,5293
48162,5297
48224,7567
48239,7552
48239,7552
48261,7531
48261,7531
48262,7530
48262,7530
48262,7531
48262,7532
48262,7533
48575,7289
48591,7273
48591,7274
48591,7274
48592,7273
48592,7273
48606,11929
48618,11917
48618,11918
48631,11905
48652,7373
48652,7373
48653,7372
48706,7327
48723,7311
48723,7312
48723,7313
48739,7297
49226,6900
49238,6889
49238,6892
49248,6884
49248,6886
49248,6887
49267,7749
49284,7732
49284,7733
49293,7724
49294,7723
49294,7723
49294,7724
49295,7723
49295,7723
49426,7659
49443,7642
49444,7641
49445,7641
49446,7640
49457,7629
49457,7629
49457,7630
49467,7620
49467,7620
51114,6249
51130,6234
51130,6238
51130,6241
51130,6248
51143,6233
51143,6237
51144,6237
51145,6238
51145,6239
51189,9286
51205,9270
51205,9271
51229,9247
51229,9247
51229,9247
51229,9247
51230,9247
51230,9247
51230,9247
51443,9097
51614,8987
51631,8970
53064,7798
53071,7793
53071,7795
53127,9776
53127,9776
53135,9768
53136,9768
53455,9519
53471,9505
53471,9505
53472,9504
53472,9505
53472,9506
53480,9498
55805,7501
55817,7490
55817,7493
55818,7494
55818,7495
55818,7497
55826,7493
55826,7498
55827,7495
55827,7501
55873,9746
55887,9732
55888,9731
55888,9732
55913,9707
55913,9707
56067,9557
56067,9557
56068,9556
56068,9557
56070,9555
56137,9510
56153,9494
56163,9485
56163,9485
56164,9484
56164,9484
57037,8734
57052,8722
57052,8735
57052,8728
57052,8725
57052,8736
57052,8737
57067,8725
57067,8727
57098,9694
57099,9693
57110,9682
57110,9682
57111,9682
57111,9682
57112,9681
57112,9681
57121,9673
57122,9673
57377,9480
57393,9465
57393,9466
57394,9465
57394,9466
57395,9465
57395,9465
57396,9465
57405,9456
57405,9456
60487,6717
60500,6707
60500,6709
60501,6709
60501,6711
60501,6713
60509,6710
60510,6710
60510,6713
60511,6715
60549,11212
60560,11201
60561,11200
60562,11200
60611,6671
60624,6660
60871,6487
60892,6467
60892,6467
62916,4742
62927,4733
62928,4735
62929,4736
62985,7008
62999,6994
63022,6971
63022,6972
63022,6972
63022,6972
63022,6972
63316,6747
63332,6732
63332,6732
63334,6731
63334,6731
63335,6731
63335,6732
63345,6722
63355,6713
63355,6713
65633,8016
65644,8005
