65644,8007
65644,8012
65644,8016
65655,8005
65680,6085
65681,6084
65681,6085
65681,6085
65681,6086
65681,6086
65781,6018
65816,5983
65816,5983
65816,5983
65817,5982
65817,5983
65817,5983
65825,5975
65825,5975
66801,5157
66817,5141
66817,5143
66818,5144
66818,5145
66828,5138
66829,5138
66829,5141
66829,5143
66829,5146
66867,6691
66892,6667
66900,6659
66900,6659
66901,6658
66902,6658
66902,6658
66902,6658
66902,6658
66902,6659
67214,6426
67237,6404
67238,6404
67238,6404
67238,6405
67239,6404
67254,6390
67254,6391
67254,6391
67266,6380
67372,6292
67383,6281
67383,6281
67668,6073
67684,6058
67684,6058
67684,6059
70004,4062
70015,4053
70015,4057
70016,4057
70016,4059
70016,4062
70017,4065
70115,6258
70133,6241
70133,6241
70147,6227
70148,6226
70149,6226
70149,6226
70149,6226
70150,6226
70150,6226
71775,8434
71775,8436
71790,8425
71790,8426
71824,5485
71824,5485
71825,5484
71825,5484
71825,5485
71825,5485
71825,5485
71825,5485
71825,5485
71971,5382
71984,5369
71994,5359
71994,5360
71994,5360
71994,5360
71994,5361
71994,5362
72004,5352
72004,5352
73570,4031
73586,4018
73586,4021
73586,4023
73586,4025
73586,4031
73595,4027
73595,4031
73596,4032
73596,4034
73658,6305
73684,7204
73684,7204
73684,7204
73698,7190
73699,7190
73699,7190
73699,7190
73699,7190
73699,7190
73699,7191
73699,7191
73699,7191
73699,7192
73708,7184
73708,7184
73750,6468
73762,6456
73763,6456
73773,6446
74076,6219
74091,6204
74091,6204
74092,6203
74092,6203
74092,6204
74101,6195
76387,4227
76399,4216
76399,4219
76400,4219
76400,4222
76409,4214
76410,4218
76410,4218
76410,4224
76410,4225
77365,3530
77368,3527
77377,3518
77377,3518
77377,3518
77377,3519
77378,3518
77378,3518
77378,3518
77378,3518
77615,3342
77632,3326
77632,3327
77632,3327
77632,3327
77632,3328
77650,3310
77659,3301
77659,3302
77659,3302
79974,1311
80220,3406
80237,3390
80237,3390
80238,3390
80307,1112
80308,1111
80308,1111
80318,1101
80319,1100
80319,1100
80319,1100
80624,869
80643,850
80644,850
80644,850
80645,849
80645,851
80645,851
80645,851
80655,841
80664,832
80900,2811
80901,2814
80917,2799
80918,2799
80918,2803
80918,2808
80918,2811
80918,2814
80927,2805
80927,2806
80927,2806
80927,2806
80928,2806
80928,2806
80928,2806
80965,2668
80981,2652
80990,2644
80990,2644
80990,2644
80990,2644
80990,2644
80990,2644
80991,2644
80991,2644
81295,2415
81505,2234
81516,2223
81516,2223
81524,2215
81524,2215
81525,2215
81525,2215
81525,2216
81525,2216
81526,2216
83640,1852
83655,1837
83655,1837
83655,1837
83719,79
83746,1752
83747,1751
83747,1752
83747,1752
83747,1752
83764,1735
83773,1727
83773,1727
83774,1726
83775,1727
83775,1729
83775,1731
83775,1734
83775,1738
83775,1739
85507,704
85507,708
85525,1263
85525,1267
85538,1154
85539,1153
85539,1153
85539,1153
85539,1153
85539,1154
85539,1154
85540,1153
85540,1153
85540,1154
85540,1154
85540,1155
85540,1156
85540,1156
85540,1156
86220,622
86236,606
86728,119
86729,118
86729,118
86730,117
86730,117
86730,118
86798,141
86812,128
86852,91
86865,79
86947,17
86957,18
